409;Lipt.Mikuláš,Lipt.Ondrašová,most
410;Lipt.Mikuláš,Palúdzka,ul.Palugyayho
411;Lipt.Mikuláš,Demänová,mlynisko
412;Lipt.Mikuláš,Bodice,kostol
413;Lipt.Mikuláš,Bodice,Jednota
414;Lipt.Mikuláš,,Podbreziny Juh
415;Lipt.Mikuláš,,Podbreziny otoč.
416;Kvačany,,SSC
417;Ružomberok,,Supra-stred
418;Lipt.Revúce,Nižná Revúca,r.Teplô
419;Lipt.Revúce,Nižná Revúca,Rosa
420;Lipt.Revúce,Stredná Revúca,ZŠ
421;Lipt.Revúce,Stredná Revúca,Migra
422;Lipt.Revúce,Stredná Revúca,pož.zbr.
423;Lipt.Revúce,Stredná Revúca,Vrbina
424;Lipt.Revúce,Vyšná Revúca,Pilná
425;Lipt.Revúce,Vyšná Revúca,Jednota
426;Lipt.Štiavnica,,pri kaplnke
427;Kvačany,,garáž SAD
428;Lazisko,,garáž SAD
429;Lipt.Sliače,Vyšný Sliač,družstvo
430;Lipt.Matiašovce,,kaplnka
431;Lipt.Hrádok,,Alcatel
432;Huty,,Dolinky
433;Komjatná,Studničná,Panská lúka
434;Lipt.Hrádok,,most
435;Lipt.Mikuláš,,Jánošíkovo nábr.
436;Lipt.Mikuláš,,Močiare Voj.akad.
437;Lipt.Mikuláš,,ul.Štúrova MsÚ
438;Stankovany,Rojkov,bar
439;Žiar,,Dolinky
440;Lipt.Mikuláš,,Aqua Park
441;Ružomberok,Biely Potok,Raveň
442;Ružomberok,Biely Potok,Do Uhliska
443;Ružomberok,Biely Potok,Trlenská dolina
444;Ružomberok,Biely Potok,Nižné Matejkové
445;Lisková,,križ.
446;Banská Bystrica,Jakub,Nový Svet II.
447;Banská Bystrica,,EUROPA SC
448;Lipt.Ján,,hotel Bystrá
449;Lipt.Ján,,Alexandra Wellness Hotel
450;Ružomberok,,Roveň Poľná
451;Ružomberok,,Roveň Vojenská nem.
452;Stankovany,,Strakov
453;Lipt.Ján,,ul.Starojánska ZŠ
454;Demänovská Dolina,,Wellness hotel Chopok
455;Lipt.Mikuláš,,Rachmaninovo nám.
456;Veterná Poruba,,skládka TKO
457;Svätý Kríž,,most
458;Komjatná,,Pod Stráňou
459;Ružomberok,,evanjelický kostol
460;Ružomberok,,Nám. A.Hlinku
461;Smrečany,,bytovky
462;Galovany,,križ.
463;Lipt.Mikuláš,,St.NICOLAUS
464;Bešeňová,,Sihoť
465;Bešeňová,,bytovka 109
466;Lipt.Hrádok,,stavebniny
467;Lipt.Mikuláš,,ul.Štefánikova
468;Ludrová,,otočka
469;Lipt.Osada,,pekáreň
470;Garáž RK
471;Garáž LM
